organisation_number,company_name,Kommune,Fylke,n_employees
997205812,VARMEPUMPE LYNGDAL AS,Lyngdal,Agder,1
997206592,FAMILY SPORTS CLUB ROGNAN AS,Saltdal,Nordland,9
997206657,KOMPLETT BAD AS,Øygarden,Vestland,3
997206738,ELISABETH LAM INVEST,Oslo,Oslo,10
997207556,EVA RENHOLD EWA MAJAK,Gjerdrum,Viken,1
997207610,SILJE MARI DALE- R281,Austrheim,Vestland,3
997207653,PROTECTOR NORWAY AS,Ålesund,Møre og Romsdal,3
997208889,HRM SOLUTIONS AS,Oslo,Oslo,1
997208919,CARE & CAR AS,Ullensaker,Viken,13
997209168,OSE WATER AS,Bygland,Agder,1
997211073,PRIME MANAGEMENT AS,Oslo,Oslo,1
997211510,TANNLEGE SILJE HOVE AS,Årdal,Vestland,1
997213300,LIMA PERSONELL AS,Bergen,Vestland,2
997213572,INNLANDET VENTILASJON AS,Stange,Innlandet,2
997214250,KAIA 11 AS,Tromsø,Troms og Finnmark - Romsa ja Finnmárku,28
997214412,FREDRIKSTEN AS,Oslo,Oslo,2
997214668,CITY RADIO & TV-SERVICE AS AVD HEIMDAL,Trondheim,Trøndelag - Trööndelage,1
997215605,MALING GRAN AS,Gran,Innlandet,2
997216962,VERDIHUSET AS,Nordre Follo,Viken,2
997216970,DJERV ADVOKATFIRMA AS,Oslo,Oslo,3
997217705,FACTA EL. AS,Øystre Slidre,Innlandet,2
997217802,BLOMSTERHJØRNET HORTEN AS,Horten,Vestfold og Telemark,1
997218027,KIROPRAKTOR & HELSE AS,Oslo,Oslo,1
997218124,LILLEHAMMER HUD OG VELVÆRE AS,Lillehammer,Innlandet,7
997218833,LIDVINS L M SOLBERG,Rendalen,Innlandet,3
997219627,ISS FACILITY SERVICES AS AVD 415101 FORESTIA VÅLER,Våler (Innlandet),Innlandet,2
997219708,PIZZA MAMMA MIA AS,Fredrikstad,Viken,1
997220579,WT ANLEGG AS,Drammen,Viken,1
997224051,JAKO SUSHI AS,Gjøvik,Innlandet,9
997224590,MALERLAGET AS,Stavanger,Rogaland,1
997225058,TØMRERMESTER SOLVANG AS,Drammen,Viken,1
997225716,KVENILD TRANSPORT AS,Larvik,Vestfold og Telemark,1
997226097,LEV VAKKERT AS,Oppdal,Trøndelag - Trööndelage,3
997226224,CRIANZA VINIMPORT AS,Asker,Viken,3
997227913,BULLOCK AS,Stavanger,Rogaland,8
997229169,TRONDHEIM BILSERVICE SYD AS,Trondheim,Trøndelag - Trööndelage,4
997229185,DYNAMO LOGISTIKK AS,Sandnes,Rogaland,2
997229312,CHILL AS,Namsos,Trøndelag - Trööndelage,3
997229606,FRITT OG VILT I POSEN AS,Kristiansand,Agder,1
997229819,DRESSMANN AS AVD 228 HAREBAKKEN,Arendal,Agder,4
997230140,DRESSMANN AS AVD 235 OTTATUNET,Sel,Innlandet,5
997230442,XTRA TURBUSSER AS,Bergen,Vestland,1
997230752,PERFEKT SERVICE IZABELA NOWAK,Kristiansand,Agder,1
997230795,DRESSMANN AS AVD 234 AMFI MOSS,Moss,Viken,4
997230833,DRESSMANN AS AVD 236 FLÅ,Flå,Viken,2
997230868,DRESSMANN AS AVD 238 TUVEN SENTER,Notodden,Vestfold og Telemark,3
997231147,ADFORM NORWAY AS,Oslo,Oslo,3
997231880,GURI MALLA AS,Kongsvinger,Innlandet,2
997233352,MANIFESTO AS,Oslo,Oslo,1
997235320,HAIRIQ AS,Sandefjord,Vestfold og Telemark,1
997236955,SOMA TELECOM ABDULLE,Oslo,Oslo,2
997237633,BONOVA AS,Oslo,Oslo,4
997238346,MEGLERHUSET BODØ AS,Bodø,Nordland,4
997238958,ERIK MELLEGAARD AS,Indre Østfold,Viken,1
997239547,MULTIMEDIA GRUPPEN LIMITED,Nesodden,Viken,3
997240901,BUSKERUD ANTIRUST AS,Tønsberg,Vestfold og Telemark,2
997240928,B.YOUNG OASEN BERGEN,Bergen,Vestland,4
997240979,F5 STORES AS,Oslo,Oslo,5
997241835,BILER AS,Bergen,Vestland,2
997241851,LP BYGG AS,Lillestrøm,Viken,29
997241924,AQUONOVO PREMIUM CENTER VERDAL AS,Verdal,Trøndelag - Trööndelage,1
997243242,MOSS AUTOCENTER AS,Moss,Viken,2
997245482,KOMPANIET FRISØR AS,Rindal,Trøndelag - Trööndelage,6
997246268,TORGEIR BAKKEN,Notodden,Vestfold og Telemark,1
997246519,TUNGE TING AS,Voss,Vestland,2
997247108,GENERATOR SOLUTIONS AS,Asker,Viken,7
997248759,KAMELEON BYGG AS,Holtålen,Trøndelag - Trööndelage,1
997249682,PLAYMOBILBUTIKKEN AS,Kragerø,Vestfold og Telemark,1
997254929,KOMON-STAGEWAY AS,Oslo,Oslo,2
997255011,JERNIA HORTEN,Horten,Vestfold og Telemark,2
997255097,NORCONSULT AS AVD ALTA,Alta,Troms og Finnmark - Romsa ja Finnmárku,1
997255518,GRILLERIET AS,Oslo,Oslo,33
997256085,BYGDA 2.0 AS,Åfjord,Trøndelag - Trööndelage,1
997256190,SCANDIC NARVIK,Narvik,Nordland,28
997256816,SG SERVICE GLOD,Oslo,Oslo,1
997257219,PIZZABAKEREN HOKKSUND,Øvre Eiker,Viken,2
997259505,ART THANH HONG AS,Ringsaker,Innlandet,1
997260856,MCDONALDS RÅDE AVD 76,Råde,Viken,7
997261496,NØRVE'S AUTOMOBILSERVICE AS,Ålesund,Møre og Romsdal,5
997261623,ISURVEY NORGE,Asker,Viken,34
997262344,KRYSSET FRISØR AS,Nome,Vestfold og Telemark,2
997262867,"KJELLER HERREFRISØR, OGSÅ FOR DAMER",Lillestrøm,Viken,1
997264002,BYGGMESTER KÅRE BÆVRE AS,Surnadal,Møre og Romsdal,6
997264134,VENTIGROS SP.Z.O.O,Stavanger,Rogaland,80
997267079,DALCHOWS VERDEN,Oslo,Oslo,1
997267192,LETS DEAL AS AVD OSLO,Oslo,Oslo,5
997267613,DESIGN AS,Nittedal,Viken,1
997267915,SKOGSTAD ELEKTROSERVICE AS,Oslo,Oslo,1
997269144,PT GRUPPEN NORGE AS,Bergen,Vestland,13
997269411,PULS'N AS,Ålesund,Møre og Romsdal,4
997269977,TILLER TANNHELSE DA,Trondheim,Trøndelag - Trööndelage,2
997271009,KJELL FOSS NORD AS AVD BODØ,Bodø,Nordland,1
997271041,FAGERHAUG INTERNATIONAL SCHOOL AS,Stjørdal,Trøndelag - Trööndelage,1
997271564,BARNAS KULTURHUS AS,Fredrikstad,Viken,5
997276183,THELMA INNEKLIMA & ARBEIDSMILJØ AS AVD TRONDHEIM,Trondheim,Trøndelag - Trööndelage,1
997276930,RELASJONSPARTNER AS,Sarpsborg,Viken,1
997277309,RELAXO,Oslo,Oslo,10
997281640,FLISEMANNEN AS,Lørenskog,Viken,2
997281993,TEKNISK MULTIMEDIA AS,Time,Rogaland,1
997282051,WORKHOUSE AS,Oslo,Oslo,1
997282248,ECOPOLE AS,Bergen,Vestland,2
997282930,SAMMY SUSHI DA,Sandefjord,Vestfold og Telemark,1
997283422,CHARTERBUSS.NO AS,Nannestad,Viken,8
997284852,TANGRYSTAN PRODUCTIONS AS,Oslo,Oslo,5
997285824,AUTOMASJONS-SERVICE,Søndre Land,Innlandet,1
997286049,EIENDOMSMEGLER 1 SR-EIENDOM AS AVD KARMØY,Karmøy,Rogaland,1
997286758,GO ELECTRA AS,Oslo,Oslo,3
997286820,SABI SUSHI FORUS,Stavanger,Rogaland,8
997287126,CERAMICS AS,Trondheim,Trøndelag - Trööndelage,2
997287134,NORD KAFFEBARER AS AVD BJØLSEN BAKERI,Oslo,Oslo,6
997287223,PRINCE TRANSPORT AS,Drammen,Viken,3
997287347,BEYOND MANAGEMENT AS,Oslo,Oslo,1
997289811,NAME IT SKI STORSENTER,Nordre Follo,Viken,5
997290119,STØLE NÆRINGSBYGG AS,Lindesnes,Agder,2
997292561,FARSTAD LYD AS,Ålesund,Møre og Romsdal,1
997292693,SOKNEDAL BAKERI OG KONDITORI AS AVD MELHUS,Melhus,Trøndelag - Trööndelage,2
997293029,CLARION HOTEL THE EDGE,Tromsø,Troms og Finnmark - Romsa ja Finnmárku,104
997294254,FRITIDSBYGG AS,Kristiansand,Agder,1
997298179,SMISTAD MANAGEMENT AS,Stavanger,Rogaland,2
997299086,EIKER TAK & MEMBRAN AS,Drammen,Viken,1
997300742,RENHOLD OG BOLIGSERVICE AS,Porsanger - Porsángu - Porsanki,Troms og Finnmark - Romsa ja Finnmárku,1
997301102,RUN&RELAX SCANDINAVIA AS,Bærum,Viken,3
997302079,NUTTI AS,Drammen,Viken,2
997302672,SEVLAND BUNYAN ARKITEKTER AS,Haugesund,Rogaland,1
997303237,FETSUND TRENINGSENTER AS,Lillestrøm,Viken,3
997304667,EUROSKO TANGEN,Nesodden,Viken,2
997306244,HELSE PERSONAL AS,Bergen,Vestland,2
997306619,SPORTSHUSET OUTLET ARENDAL,Arendal,Agder,10
997306651,G-MAX SKIEN,Skien,Vestfold og Telemark,20
997306708,GW NORGE AS AVD MOA SYD,Ålesund,Møre og Romsdal,4
997307445,BLOSTRUPMOEN NORGE AS KURS OG KONSULENTVIRKSOMHET,Eidsvoll,Viken,7
997307720,ORIS DENTAL AS AVD ROMMEN,Oslo,Oslo,5
997309367,MARINKA STORO,Oslo,Oslo,5
997312570,CURRUS BILVERKSTED AS,Gjøvik,Innlandet,1
997312821,LOGENT AS AVD BUSKERUD OG VESTFOLD,Drammen,Viken,4
997312961,MAXRØR AS,Bergen,Vestland,1
997313380,SYNG AS,Oslo,Oslo,18
997313801,KROGH OPTIKK AS AVD STORO,Oslo,Oslo,8
997314409,RENT A CHEF,Halden,Viken,3
997314506,SMART TRAFIKKOPPLÆRING AS,Øvre Eiker,Viken,7
997314689,SANDVIKA EIENDOMSMEGLING AS,Bærum,Viken,9
997314913,FURNITURE INSTALLATION SERVICE AS,Kongsberg,Viken,2
997315235,HEMSEDAL SERVICE TEAM AS,Hemsedal,Viken,4
997315421,BABYCARE DETALJ TROMSØ AS,Tromsø,Troms og Finnmark - Romsa ja Finnmárku,6
997318501,HELGESEN TAXI,Bodø,Nordland,2
997318552,3C TECHNOLOGY VEST AS,Bergen,Vestland,2
997318862,ARGUS,Bergen,Vestland,45
997318951,INGEBRETSEN HOLDING AS,Øvre Eiker,Viken,1
997320646,CIPRESA AS,Tromsø,Troms og Finnmark - Romsa ja Finnmárku,25
997321456,NORDISK ROM AS,Bjørnafjorden,Vestland,1
997321707,FRONT FARM AS,Sandnes,Rogaland,5
997322274,DUNDAS FOOTWEAR AS,Haugesund,Rogaland,2
997323912,IKETT PERSONALPARTNER AS,Oslo,Oslo,18
997325214,FLYING TIGER COPENHAGEN ARKADEN,Oslo,Oslo,10
997325265,NILLE AS AVD NARVIK,Narvik,Nordland,5
997325311,NILLE AS AVD ETNE,Etne,Vestland,6
997325397,PROFF CLEAN AS,Hå,Rogaland,1
997326466,VINDEREN HUDPLEIE & PERMANENT MAKEUP AS,Oslo,Oslo,1
997326792,PEOPLES OSLO AS,Oslo,Oslo,15
997326881,STOVER.GEA AS,Elverum,Innlandet,2
997326911,AUSTEVOLL RØRTEKNIKK AS,Austevoll,Vestland,5
997326938,KITCH¿N STORD,Stord,Vestland,5
997327241,ASCAS MILJØ AS,Narvik,Nordland,5
997327365,LOGOPEDHJELPEN AS,Oslo,Oslo,1
997327551,RENT OG FINT MALING AS,Stavanger,Rogaland,1
997329066,RIIS MONTASJE AS AVD GOL,Gol,Viken,1
997329740,ISS FACILITY SERVICES AS AVD 411004 OSL BYGGHERREKONTOR,Ullensaker,Viken,2
997331524,KAFFEBRENNERIET AS AVD ENGERVANNSVEIEN,Bærum,Viken,2
997331834,ELEKTROFIL AS,Oslo,Oslo,3
997333101,BB MALERFIRMA BUJAR BUZHALA,Oslo,Oslo,1
997333225,"MARIMEKKO NORGE, FILIAL AV MARIMEKKO AB, SVERIGE",Oslo,Oslo,7
997333357,FINANSINNKJØP AS,Frogn,Viken,1
997333519,BERGEN BYGGPLAN AS,Bjørnafjorden,Vestland,1
997335686,ISS FACILITY SERVICES AS AVD 423017 TRANSPORTSENTRALEN,Trondheim,Trøndelag - Trööndelage,1
997335848,PANDORA NORGE AS,Bærum,Viken,8
997337190,PSG BYGG GALINSKI,Oslo,Oslo,1
997338367,KRISTENSEN & BUE TRANSPORT AS,Ullensaker,Viken,3
997338863,SPECTRA BILLAKKERING AS,Oslo,Oslo,1
997339177,HEAD4MORE AS,Oslo,Oslo,7
997339568,T&S BYGG AS,Oslo,Oslo,3
997339657,NORABAKKEN LEGE- OG KIROPRAKTORKLINIKK AS,Oslo,Oslo,1
997340078,CIRCLE K DETALJIST AS AVD HELLEVEIEN,Bergen,Vestland,8
997341937,UGLER I MOSEN AS,Kvam,Vestland,1
997341988,BRØDRENE DALE AS,Volda,Møre og Romsdal,6
997342011,SERVICESELSKAPET VIADUKTEN AS,Kristiansund,Møre og Romsdal,5
997342089,CONIT AS,Vågan,Nordland,1
997342968,NATUR HELSE KLINIKKEN,Lier,Viken,1
997343441,AUTOFIKS AS,Stavanger,Rogaland,4
997344014,DAVINCIGIR AS,Vestnes,Møre og Romsdal,1
997344367,SENTRUM TRENING HAUGESUND AS,Haugesund,Rogaland,4
997344529,BYGGTORGET FLORØ AS,Kinn,Vestland,1
997345304,ORKLA HOUSE CARE NORGE AS,Oslo,Oslo,2
997347889,NYDALEN BARNELEGESENTER AS,Oslo,Oslo,2
997347951,A KNIT STORY AS,Arendal,Agder,4
997348095,RED PERFORMANCE AS,Oslo,Oslo,10
997348591,APOTEK 1 XHIBITION,Bergen,Vestland,3
997348818,NORSK OLJE AS,Lillesand,Agder,1
997348923,PIZZA PANCETTA GREFSEN AS,Oslo,Oslo,4
997351207,EBK AGENT AS,Haugesund,Rogaland,1
997355466,SAYSO HAIR & STYLE AS AVD FREDRIKSTAD,Fredrikstad,Viken,5
997355938,NORDELTACO AS,Lier,Viken,1
997356063,SAYSO HAIR & STYLE AS AVD SKI,Nordre Follo,Viken,12
997356241,ANORAK AS,Oslo,Oslo,4
997356691,ZUPPA MATBØRSEN,Bergen,Vestland,22
997356705,KAPPAHL AS AVD 409 HUSNES,Kvinnherad,Vestland,5
997356721,KAPPAHL AS AVD 412 ASKØY,Askøy,Vestland,7
997357000,TOTAL KRAFT SALG AS AVD TVEDESTRAND,Tvedestrand,Agder,5
997358309,YT KALK AS,Verdal,Trøndelag - Trööndelage,4
997358678,HÅKON SIMONSEN UTLEIE AS,Vennesla,Agder,1
997358813,RAMPLINE AS,Stavanger,Rogaland,2
997359240,SANDNES SUSHI MIX AS,Sandnes,Rogaland,6
997359488,RIYAL TAXI RIYAL MAJID ABOSH,Fredrikstad,Viken,1
997359542,HMS TJENESTER AS,Bergen,Vestland,1
997360060,SERVICESELSKAPET VIADUKTEN AS,Kristiansund,Møre og Romsdal,2
997360338,NORDTJENESTER GRUPPEN AS,Oslo,Oslo,8
997360923,METALLPLAN AS,Notodden,Vestfold og Telemark,1
997361032,RAKKE MULTIMEDIA AS,Larvik,Vestfold og Telemark,2
997361075,MALI ANETTE HOEL,Oppdal,Trøndelag - Trööndelage,1
997361776,TANNLEGENE I HIPPEGÅRDEN AS,Ringsaker,Innlandet,4
997362462,HUSLID CONSULT AS,Eidsvoll,Viken,5
997363957,DNA OSLO CITY,Oslo,Oslo,7
997364015,STUDIO G12,Oslo,Oslo,2
997364139,FESTUTSTYR AS,Nordre Follo,Viken,3
997364163,NORSK ENGROS SERVICE,Moss,Viken,1
997365917,PERSONLIGE OPPLEVELSER,Oslo,Oslo,1
997366131,MINNESOTA AGENCY AS,Oslo,Oslo,1
997366301,BRATSETH AS AVD MOLDE,Molde,Møre og Romsdal,3
997366913,ANLEGG OG BYGG STILLASUTLEIE AS,Ringerike,Viken,6
997367014,TF - SPORT AS,Drammen,Viken,1
997367162,PREFAB DESIGN AS,Stavanger,Rogaland,4
997367359,HAMMERFEST TRAFIKKSKOLE AS,Hammerfest,Troms og Finnmark - Romsa ja Finnmárku,2
997367421,DIN ANBUDSHJELP AS,Narvik,Nordland,1
997367480,ARNA MOTE AS,Øygarden,Vestland,3
997367863,NY-HELLESUND UTLEIE AS,Kristiansand,Agder,1
997367898,KARLSSON BARLINDHAUG AS,Oslo,Oslo,10
997368754,BOLIGTEKST.NO,Drammen,Viken,8
997369165,SILVER BYGG & MONTASJE AS,Råde,Viken,4
997370864,INDISKA MAGASINET AS,Gjøvik,Innlandet,3
997372654,BAKER NORDBY AS AVD NESBRU,Asker,Viken,3
997373146,TILBORDS FARMANDSTREDET TØNSBERG,Tønsberg,Vestfold og Telemark,4
997373170,MEDSKIN AS,Frogn,Viken,1
997373847,KAFFE & NO AS AVDELING TOLVSRØD,Tønsberg,Vestfold og Telemark,3
997374282,OPUS CONSULTING AS,Oslo,Oslo,3
997374401,ATLUNGSTAD BRENNERI AS,Stange,Innlandet,3
997374673,DRAMMEN LEGESENTER DA,Drammen,Viken,5
997374738,VISOLIT NORWAY AS AVD HAUSMANNSGATA,Oslo,Oslo,18
997374819,NORSK OMRÅDESIKRING AS,Porsgrunn,Vestfold og Telemark,9
997374908,AXER BOLIG AS,Oslo,Oslo,6
997376420,BERGENSBYGG AS,Bergen,Vestland,2
997377133,STAGEWAY TEATER AS,Bergen,Vestland,1
997378075,MESTER GRØNN AS AVD 98 ARENA PINDSLE,Sandefjord,Vestfold og Telemark,2
997378628,KID INTERIØR AS 111 AVD LADE,Trondheim,Trøndelag - Trööndelage,3
997379632,BLIKK & MONTERING AS,Tromsø,Troms og Finnmark - Romsa ja Finnmárku,1
997379926,ACE SHOPS AS THE BODY SHOP JESSHEIM,Ullensaker,Viken,6
997379934,KITCHENLINE AS,Asker,Viken,1
997380010,RØRLEGGER MIDT-NORGE AS,Trondheim,Trøndelag - Trööndelage,1
997380444,WAHLSTRØM BYGG OG VEDLIKEHOLD AS,Asker,Viken,3
997381548,IBSEN BLOMST AS,Oslo,Oslo,2
997381580,HOYLAND CREW AS,Øygarden,Vestland,4
997381629,EIVA-SAFEX AS AVD ROGALAND,Sandnes,Rogaland,1
997381823,SJÅ TE Å KLYPP DE AS,Nesbyen,Viken,1
997381920,MARCELIUSSEN TRANSPORT AS,Alver,Vestland,1
997382668,ELEKTROPUNKT AS,Røros,Trøndelag - Trööndelage,1
997383974,TOMA FACILITY NORGE AS AVD 5019 TEKNOLOGISENTERET,Øygarden,Vestland,3
997384172,TOMA FACILITY NORGE AS AVD 5020 GM EIENDOM,Sola,Rogaland,1
997384237,EKTE TRENINGSGLEDE,Ringsaker,Innlandet,17
997384547,JERNIA KNARVIK,Alver,Vestland,1
997385349,NILLE AS AVD KONNERUD,Drammen,Viken,1
997385462,NILLE AS AVD FROLAND,Froland,Agder,2
997385721,TI TOMMELTOTTER AS,Oslo,Oslo,3
997386531,AKUPUNKTUR OG HELSE AS,Nordre Follo,Viken,1
997386698,KRYSTOF BYGG AS,Bergen,Vestland,7
997386949,KONSTANTIN ZADOROZNEVS,Kongsberg,Viken,1
997391586,SMART LIV AS,Modum,Viken,1
997392388,LUSTRABADET KF,Luster,Vestland,13
997393686,4SERVICE LANDANLEGG AS AVD VERDAL,Verdal,Trøndelag - Trööndelage,8
997393945,IL FORNO AS,Haugesund,Rogaland,13
997394038,DYNAMIC PEOPLE AS,Oslo,Oslo,11
997394127,SANDVIKA BILPLEIE AS,Bærum,Viken,11
997396189,GRIMSTAD BRUKTBIL AS,Arendal,Agder,2
997396863,SAXOFON FRISØR AYOUB,Oslo,Oslo,5
997399358,VARANGER MUSEUM IKS AVD SØR-VARANGER,Sør-Varanger,Troms og Finnmark - Romsa ja Finnmárku,1
997399366,ÅLGÅRD MOTE AS,Gjesdal,Rogaland,2
997400526,KJØNIG HOLDING AS,Fredrikstad,Viken,1
997401379,GIRAFF MEDIA AS,Oslo,Oslo,3
997401409,BRYNE STEININDUSTRI AS,Time,Rogaland,1
997401565,ÅKRA MOTE AS,Karmøy,Rogaland,5
997401662,VERONICA' S HÅRDESIGN AS,Voss,Vestland,1
997401786,SMAKFULLT FISK OG DELIKATESSER AS,Gjøvik,Innlandet,1
997404963,LILLE VINKEL SKO AS AVD OUTLET VESTBY,Vestby,Viken,8
997405994,KLEA & KRUSHUINNA DA,Steigen,Nordland,1
997406281,NILLE AS AVD SANDEFJORD KOMPLETT ARENA,Sandefjord,Vestfold og Telemark,4
997407059,DIGITAL DENTALTEKNIKK AS,Oslo,Oslo,3
997407075,INDUSTRI OG MARITIM SERVICE AS,Stavanger,Rogaland,4
997407083,PENTAGON FREIGHT SERVICES AS AVD KRISTIANSAND,Kristiansand,Agder,5
997407946,WOOD GROUP MUSTANG NORWAY OPERATIONS AS AVD SANDNES HVITE,Sandnes,Rogaland,16
997408012,RØRLEGGER OG BOLIG KONSULENTEN AS,Oslo,Oslo,5
997410335,ONZITE AS,Færder,Vestfold og Telemark,1
997410556,ANKER BYGGTAKST AS,Gjerdrum,Viken,1
997411463,SAHILA MCMANAMAN,Oslo,Oslo,3
997411560,LOFOTGULL AS,Vestvågøy,Nordland,1
997411846,EUROSKO STOKKE,Sandefjord,Vestfold og Telemark,1
997412044,CEWE NORGE AS AVD 31,Lillehammer,Innlandet,1
997412117,BIK BOK NAMSOS AVD J20,Namsos,Trøndelag - Trööndelage,4
997412125,URBAN MO I RANA AVD F 98,Rana,Nordland,1
997412206,CARLINGS NAMSOS AVD 543,Namsos,Trøndelag - Trööndelage,5
997414063,MEIERIGAARDEN KRO OG SELSKAPSLOKALE,Lillestrøm,Viken,12
997415167,NYE ROM AS,Sola,Rogaland,2
997416007,RAMM AS,Oslo,Oslo,1
997416465,SPINN DANSESTUDIO DA,Kristiansand,Agder,5
997417771,EIENDOMSMEGLER KROGSVEEN AS AVD NESODDEN,Nesodden,Viken,6
997417798,EIENDOMSMEGLER KROGSVEEN AS AVD FROGNER,Oslo,Oslo,3
997417925,KAVA AS,Oslo,Oslo,5
997417984,ANDERSSEN & VOLL AS,Oslo,Oslo,5
997419952,JESSHEIM AUTO SENTER AS,Ullensaker,Viken,3
997421809,TUNGBILSKOLEN AS AVD HØNEFOSS,Ringerike,Viken,2
997422406,PIZZABAKEREN BRENNÅSEN,Kristiansand,Agder,1
997423070,TERMOGRAFI & TAKSTCONSULT AS,Nordre Follo,Viken,1
997423119,KITCH N ORKANGER,Orkland,Trøndelag - Trööndelage,4
997424093,SALONG AS,Oslo,Oslo,7
997427599,NORGES BILLAKK AS,Oslo,Oslo,3
997427629,LYKKELITEN FRISØR OG NEGLESALONG AS,Ålesund,Møre og Romsdal,1
997428641,VALERE AS,Oslo,Oslo,1
997428722,ØRS RENHOLDSERVICE AS,Drammen,Viken,1
997429141,SØTE DRØMMER AS,Gjøvik,Innlandet,1
997429168,ESTCO BYGG AS,Bergen,Vestland,2
997429303,GJELSTEN TOTALSERVICE AS,Stavanger,Rogaland,2
997429842,LARSSEN SKO AS AVD HOVEDKONTOR,Haugesund,Rogaland,5
997430743,FØNIX BRANNSIKRING,Haugesund,Rogaland,1
997430808,STORM-KULDE AS,Nome,Vestfold og Telemark,2
997431057,2H ELEKTRO AS,Nesodden,Viken,2
997435184,ENERGY DYNAMICS AS,Sandnes,Rogaland,1
997435222,LAST FRIDAY AS,Stavanger,Rogaland,1
997435281,INTRO DAVID MARTINEZ,Bergen,Vestland,1
997435494,AUTENTICO AS,Bærum,Viken,2
997435699,EKSOS PARTNER AS,Bærum,Viken,1
997435877,INCEPTO PARTNERS AS,Oslo,Oslo,3
997437012,CARLINGS MO I RANA AVD 508,Rana,Nordland,4
997437411,ÆGIR BRYGGERI AS,Aurland,Vestland,7
997438906,SKOLAGERET AS,Tønsberg,Vestfold og Telemark,3
997439295,KJEVE-ANSIKTSKIRURGI AS,Oslo,Oslo,1
997439341,KNIV OG GAFFEL,Eigersund,Rogaland,3
997439627,COFFEEBERRY SANDNES AS,Sandnes,Rogaland,10
997439902,NIKITA HAIR AVD ELVERUM,Elverum,Innlandet,8
997440250,INGENIØR FIVE AS,Porsgrunn,Vestfold og Telemark,1
997441818,C6 TECHNOLOGIES AS,Stavanger,Rogaland,8
997443918,SAYSO HAIR & STYLE AS AVD SJØSIDEN,Vefsn,Nordland,3
997447948,ABILIA AS AVD BERGEN,Bergen,Vestland,1
997447999,ABILIA AS AVD TRONDHEIM,Trondheim,Trøndelag - Trööndelage,2
997449606,CUBOID AS,Drammen,Viken,5
997450027,MAXTEAM AS,Indre Østfold,Viken,2
997450159,LILLE MEI AS,Stord,Vestland,2
997450302,CARE TRENINGSSENTER STEINKJER AS,Steinkjer,Trøndelag - Trööndelage,14
997451643,VILLA MAGNOLIA AS,Klepp,Rogaland,3
997454839,KITCH'N GULSKOGEN,Drammen,Viken,6
997455134,WALDEMAR BYGG - TJENESTE WALDEMAR RUHNKE,Ås,Viken,5
997455223,KP MASKIN AS,Nannestad,Viken,1
997455487,INSELO LOGISTIKK AS,Lillestrøm,Viken,4
997455568,FYRESDAL KURS OG LEIRSTED AS,Fyresdal,Vestfold og Telemark,2
997455940,NAPRAPATLANDSLAGET BODØ,Bodø,Nordland,2
997456130,HIWA FAROK MORADI,Sola,Rogaland,1
997457013,WÜRTH NORGE AS AVD 42 OTTA,Sel,Innlandet,1
997457188,OPTITUNING AS,Trondheim,Trøndelag - Trööndelage,2
997457331,WÜRTH NORGE AS AVD 43 SANDEFJORD,Sandefjord,Vestfold og Telemark,2
997457412,NORSK AUTOFORMIDLING AS,Nesbyen,Viken,1
997457536,LIFT OG MASKIN AS,Ullensaker,Viken,1
997457552,NARVESEN BUTIKKEN 151 SØRLANDSSENTERET,Kristiansand,Agder,1
997457919,SVEIN SALVESEN AS,Oslo,Oslo,4
997458419,MANIS AS,Kongsvinger,Innlandet,16
997458532,PAA BRYGGA,Fredrikstad,Viken,12
997459830,H & M HENNES & MAURITZ AS AVD 869 HOLMEN SENTER,Asker,Viken,4
997460251,TEKNIKMAGASINET NORWAY AS AVD VITAMINVEIEN,Oslo,Oslo,5
997461363,STORMBERG AS AVD BODØ,Bodø,Nordland,6
997462262,STUDIEFORBUNDET AOF NORGE AVD BUSKERUD,Drammen,Viken,3
997462386,STUDIEFORBUNDET AOF NORGE AVD INNLANDET,Hamar,Innlandet,2
997462599,MK FRISØR AS,Ringsaker,Innlandet,1
997462831,NESSET DYREKLINIKK AS,Nesodden,Viken,1
997462858,GUSTERUD BYGG AS,Eidsvoll,Viken,7
997463315,GER NOR AS,Kristiansand,Agder,21
997463463,FIBERLINK AS,Lillestrøm,Viken,4
997463676,AQUA PHARMA AS,Lillehammer,Innlandet,5
997463714,KIMI SERVICE AS,Klepp,Rogaland,1
997463757,SPORTMARKET NORDIC AS,Asker,Viken,1
997463803,TUCON,Oslo,Oslo,46
997463900,ENDRE BRENNUM DRIFT AS,Ringsaker,Innlandet,6
997463994,SALTDAL DEKK OG BILSERVICE AS,Saltdal,Nordland,1
997464184,T-47 TORSTEIN BØE TRANSPORT,Herøy,Møre og Romsdal,2
997464184,T-47 TORSTEIN BØE TRANSPORT,Herøy (Møre og Romsdal),Møre og Romsdal,2
997464214,CRYSTAL RENHOLD,Oslo,Oslo,18
997464249,MAT-GLEDE AS,Elverum,Innlandet,4
997464311,NORDIC PROPERTY MANAGEMENT AS,Oslo,Oslo,5
997464427,KITCH'N MO,Rana,Nordland,3
997464656,BRILLEHUSET BRØNNØYSUND AS,Brønnøy,Nordland,5
997464699,JOBBFOLK AS,Time,Rogaland,1
997465555,FERSK KOSMETIKK AS AVD XHIBITION BERGEN,Bergen,Vestland,4
997466047,HEIMDAL EIENDOMSMEGLING AS AVD HEIMDAL SENTRUM,Trondheim,Trøndelag - Trööndelage,7
997466187,DOUBLE A AS,Skien,Vestfold og Telemark,8
